SMITH,2376206
JOHNSON,1857160
WILLIAMS,1534042
BROWN,1380145
JONES,1362755
MILLER,1127803
DAVIS,1072335
GARCIA,858289
RODRIGUEZ,804240
WILSON,783051
MARTINEZ,775072
ANDERSON,762394
TAYLOR,720370
THOMAS,710696
HERNANDEZ,706372
MOORE,698671
MARTIN,672711
JACKSON,666125
THOMPSON,644368
WHITE,639515
LOPEZ,621536
LEE,605860
GONZALEZ,597718
HARRIS,593542
CLARK,548369
LEWIS,509930
ROBINSON,503028
WALKER,501307
PEREZ,488521
HALL,473568
YOUNG,465948
ALLEN,463368
SANCHEZ,441242
WRIGHT,440367
KING,438986
SCOTT,420091
GREEN,413477
BAKER,413351
ADAMS,413086
NELSON,412236
HILL,411770
RAMIREZ,388987
CAMPBELL,371953
MITCHELL,367433
ROBERTS,366215
CARTER,362548
PHILLIPS,351848
EVANS,342237
TURNER,335663
TORRES,325169
PARKER,324246
COLLINS,317848
EDWARDS,317070
STEWART,312899
FLORES,312615
MORRIS,311754
NGUYEN,310125
MURPHY,300501
RIVERA,299463
COOK,294795
ROGERS,294403
MORGAN,276400
PETERSON,275041
COOPER,270097
REED,267443
BAILEY,265916
BELL,264752
GOMEZ,263590
KELLY,260385
HOWARD,254779
WARD,254121
COX,253771
DIAZ,251772
RICHARDSON,249533
WOOD,247299
WATSON,242432
BROOKS,240751
BENNETT,239055
GRAY,236713
JAMES,233224
REYES,232511
CRUZ,231065
HUGHES,229390
PRICE,228756
MYERS,224824
LONG,223494
FOSTER,221040
SANDERS,220902
ROSS,219961
MORALES,217642
POWELL,216553
SULLIVAN,215640
RUSSELL,215432
ORTIZ,214683
JENKINS,213737
GUTIERREZ,212905
PERRY,212644
BUTLER,210879
BARNES,210426
FISHER,210279
HENDERSON,210094
COLEMAN,208624
SIMMONS,201650
PATTERSON,198557
JORDAN,197212
REYNOLDS,195598
HAMILTON,194331
GRAHAM,194074
KIM,194067
GONZALES,193934
ALEXANDER,193443
RAMOS,193096
WALLACE,190760
GRIFFIN,190636
WEST,188464
COLE,187793
HAYES,187473
CHAVEZ,185865
GIBSON,184420
BRYANT,183761
ELLIS,181934
STEVENS,181417
MURRAY,178414
FORD,178397
MARSHALL,177213
OWENS,176334
MCDONALD,176094
HARRISON,175577
RUIZ,175429
KENNEDY,171636
WELLS,170635
ALVAREZ,168817
WOODS,168814
MENDOZA,168567
CASTILLO,165473
OLSON,163502
WEBB,163481
WASHINGTON,163036
TUCKER,162933
FREEMAN,162686
BURNS,162153
HENRY,161392
VASQUEZ,159989
SNYDER,159363
SIMPSON,158241
CRAWFORD,158121
JIMENEZ,157475
PORTER,156848
MASON,155484
SHAW,155172
GORDON,154934
WAGNER,154516
HUNTER,154410
ROMERO,153772
HICKS,153618
DIXON,152015
HUNT,151986
PALMER,150407
ROBERTSON,150299
BLACK,150186
HOLMES,150166
STONE,149802
MEYER,149664
BOYD,149476
MILLS,147909
WARREN,147906
FOX,147357
ROSE,146924
RICE,146440
MORENO,146088
SCHMIDT,145565
PATEL,145066
FERGUSON,142256
NICHOLS,141936
HERRERA,140786
MEDINA,139353
RYAN,139335
FERNANDEZ,139302
WEAVER,138811
DANIELS,138776
STEPHENS,138742
GARDNER,138660
PAYNE,138028
KELLEY,137555
DUNN,136955
PIERCE,136517
ARNOLD,136315
TRAN,136095
SPENCER,134443
PETERS,134231
HAWKINS,134066
GRANT,134034
HANSEN,133474
CASTRO,133254
HOFFMAN,132645
HART,132466
ELLIOTT,132457
CUNNINGHAM,131896
KNIGHT,131860
BRADLEY,131289
CARROLL,131020
HUDSON,130793
DUNCAN,130419
ARMSTRONG,129982
BERRY,129405
ANDREWS,129320
JOHNSTON,128935
RAY,128794
LANE,128727
RILEY,127960
CARPENTER,127073
PERKINS,126951
AGUILAR,126399
SILVA,126164
RICHARDS,125653
WILLIS,125627
MATTHEWS,124839
CHAPMAN,124614
LAWRENCE,124321
GARZA,124130
VARGAS,123952
WATKINS,122447
WHEELER,121684
LARSON,121064
CARLSON,120124
HARPER,119868
GEORGE,119778
GREENE,119604
BURKE,119175
GUZMAN,118390
MORRISON,117939
MUNOZ,117774
JACOBS,115540
OBRIEN,115385
LAWSON,115186
FRANKLIN,114859
LYNCH,114448
BISHOP,114034
CARR,113892
SALAZAR,113468
AUSTIN,113160
MENDEZ,112736
GILBERT,112406
JENSEN,112332
WILLIAMSON,112216
MONTGOMERY,112144
HARVEY,112136
OLIVER,111641
HOWELL,109634
DEAN,109230
HANSON,109079
WEBER,107866
GARRETT,107777
SIMS,107244
BURTON,107158
FULLER,106682
SOTO,106631
MCCOY,106481
WELCH,105804
CHEN,105544
SCHULTZ,104962
WALTERS,104281
REID,104007
FIELDS,103242
WALSH,103216
LITTLE,102718
FOWLER,102620
BOWMAN,102239
DAVIDSON,102044
MAY,101726
DAY,101676
SCHNEIDER,100553
NEWMAN,100491
BREWER,100465
LUCAS,100417
HOLLAND,99885
WONG,99392
BANKS,99294
SANTOS,98993
CURTIS,98958
PEARSON,98728
DELGADO,98675
VALDEZ,98610
PENA,98345
RIOS,96569
DOUGLAS,96425
SANDOVAL,96303
BARRETT,95896
HOPKINS,94603
KELLER,94300
GUERRERO,94152
STANLEY,93817
BATES,93743
ALVARADO,93723
BECK,93161
ORTEGA,93131
WADE,92834
ESTRADA,92831
CONTRERAS,92660
BARNETT,92287
CALDWELL,91338
SANTIAGO,90967
LAMBERT,90618
POWERS,90401
CHAMBERS,90325
NUNEZ,90208
CRAIG,89591
LEONARD,89198
LOWE,89178
RHODES,88917
BYRD,88811
GREGORY,88810
SHELTON,88326
FRAZIER,88325
BECKER,88114
MALDONADO,88016
FLEMING,87949
VEGA,87728
SUTTON,87373
COHEN,87226
JENNINGS,87038
PARKS,86346
MCDANIEL,86317
WATTS,86228
BARKER,85221
NORRIS,85212
VAUGHN,85037
VAZQUEZ,84926
HOLT,84710
SCHWARTZ,84699
STEELE,84353
BENSON,84233
NEAL,83849
DOMINGUEZ,83731
HORTON,83523
TERRY,83437
WOLFE,83112
HALE,82955
LYONS,82258
GRAVES,82179
HAYNES,82037
MILES,81933
PARK,81890
WARNER,81824
PADILLA,81805
BUSH,81524
THORNTON,81191
MCCARTHY,81035
MANN,81022
ZIMMERMAN,80944
ERICKSON,80936
FLETCHER,80932
MCKINNEY,80616
PAGE,80493
DAWSON,80190
JOSEPH,80030
MARQUEZ,79951
REEVES,79817
KLEIN,79685
ESPINOZA,79322
BALDWIN,79151
MORAN,78546
LOVE,78323
ROBBINS,78141
HIGGINS,78107
BALL,77561
CORTEZ,77492
LE,77453
GRIFFITH,77429
BOWEN,77078
SHARP,76868
CUMMINGS,76707
RAMSEY,76625
HARDY,76608
SWANSON,76539
BARBER,76504
ACOSTA,76477
LUNA,76127
CHANDLER,76114
BLAIR,75135
DANIEL,75135
CROSS,75134
SIMON,74839
DENNIS,74784
OCONNOR,74756
QUINN,74531
GROSS,74285
NAVARRO,73970
MOSS,73750
FITZGERALD,73522
DOYLE,73518
MCLAUGHLIN,73128
ROJAS,73071
RODGERS,73021
STEVENSON,72892
SINGH,72642
YANG,72627
FIGUEROA,72533
HARMON,72414
NEWTON,72328
PAUL,72248
MANNING,72069
GARNER,72052
MCGEE,71925
REESE,71754
FRANCIS,71723
BURGESS,71604
ADKINS,71528
GOODMAN,71482
CURRY,71344
BRADY,71175
CHRISTENSEN,71144
POTTER,71103
WALTON,70997
GOODWIN,70333
MULLINS,70286
MOLINA,70211
WEBSTER,70123
FISCHER,70095
CAMPOS,69950
AVILA,69843
SHERMAN,69840
TODD,69810
CHANG,69756
BLAKE,69279
MALONE,69257
WOLF,68905
HODGES,68868
JUAREZ,68785
GILL,68699
FARMER,68309
HINES,68145
GALLAGHER,68075
DURAN,68046
HUBBARD,68021
CANNON,67923
MIRANDA,67646
WANG,67570
SAUNDERS,67210
TATE,67208
MACK,67154
HAMMOND,67063
CARRILLO,67054
TOWNSEND,66853
WISE,66738
INGRAM,66665
BARTON,66622
MEJIA,66534
AYALA,66515
SCHROEDER,66412
HAMPTON,66378
ROWE,66205
PARSONS,66203
FRANK,65918
WATERS,65817
STRICKLAND,65814
OSBORNE,65802
MAXWELL,65779
CHAN,65719
DELEON,65598
NORMAN,65269
HARRINGTON,65131
CASEY,64815
PATTON,64772
LOGAN,64576
BOWERS,64496
MUELLER,64305
GLOVER,64180
FLOYD,64141
HARTMAN,63827
BUCHANAN,63825
COBB,63739
FRENCH,63149
KRAMER,63023
MCCORMICK,62663
CLARKE,62546
TYLER,62534
GIBBS,62514
MOODY,62344
CONNER,62335
SPARKS,62234
MCGUIRE,62116
LEON,62034
BAUER,61979
NORTON,61805
POPE,61750
FLYNN,61747
HOGAN,61651
ROBLES,61619
SALINAS,61582
YATES,61400
LINDSEY,61199
LLOYD,61154
MARSH,60999
MCBRIDE,60874
OWEN,60461
SOLIS,60045
PHAM,59949
LANG,59843
PRATT,59801
LARA,59731
BROCK,59682
BALLARD,59660
TRUJILLO,59609
SHAFFER,59227
DRAKE,59055
ROMAN,59020
AGUIRRE,58918
MORTON,58788
STOKES,58687
LAMB,58555
PACHECO,58534
PATRICK,58257
COCHRAN,58233
SHEPHERD,57935
CAIN,57873
BURNETT,57859
HESS,57822
LI,57786
CERVANTES,57685
OLSEN,57357
BRIGGS,57297
OCHOA,57210
CABRERA,57171
VELASQUEZ,57163
MONTOYA,57075
ROTH,57030
MEYERS,56744
CARDENAS,56618
FUENTES,56441
WEISS,56153
HOOVER,56068
WILKINS,56068
NICHOLSON,55986
UNDERWOOD,55973
SHORT,55903
CARSON,55821
MORROW,55664
COLON,55512
HOLLOWAY,55466
SUMMERS,55391
BRYAN,55269
PETERSEN,55185
MCKENZIE,55084
SERRANO,55057
WILCOX,54987
CAREY,54924
CLAYTON,54875
POOLE,54706
CALDERON,54691
GALLEGOS,54672
GREER,54611
RIVAS,54588
GUERRA,54575
DECKER,54450
COLLIER,54414
WALL,54401
WHITAKER,54343
BASS,54296
FLOWERS,54277
DAVENPORT,54206
CONLEY,54194
HOUSTON,54026
HUFF,53892
COPELAND,53771
HOOD,53737
MONROE,53475
MASSEY,53459
ROBERSON,53198
COMBS,53180
FRANCO,53161
LARSEN,52963
PITTMAN,52689
RANDALL,52495
SKINNER,52490
WILKINSON,52483
KIRBY,52473
CAMERON,52439
BRIDGES,52260
ANTHONY,52146
RICHARD,52138
KIRK,52056
BRUCE,52004
SINGLETON,51797
MATHIS,51796
BRADFORD,51726
BOONE,51679
ABBOTT,51620
CHARLES,51518
ALLISON,51504
SWEENEY,51500
ATKINSON,51489
HORN,51380
JEFFERSON,51361
ROSALES,51336
YORK,51334
CHRISTIAN,51177
PHELPS,51154
FARRELL,51095
CASTANEDA,51089
NASH,51021
DICKERSON,51017
BOND,50980
WYATT,50874
FOLEY,50852
CHASE,50777
GATES,50748
VINCENT,50628
MATHEWS,50608
HODGE,50577
GARRISON,50482
TREVINO,50454
VILLARREAL,50351
HEATH,50307
DALTON,50166
VALENCIA,50026
CALLAHAN,49925
HENSLEY,49858
ATKINS,49754
HUFFMAN,49737
ROY,49725
BOYER,49601
SHIELDS,49556
LIN,49360
HANCOCK,49330
GRIMES,49245
GLENN,49241
CLINE,49167
DELACRUZ,49158
CAMACHO,49000
DILLON,48833
PARRISH,48823
ONEILL,48656
MELTON,48594
BOOTH,48580
KANE,48527
BERG,48480
HARRELL,48471
PITTS,48462
SAVAGE,48367
WIGGINS,48355
BRENNAN,48296
SALAS,48282
MARKS,48281
RUSSO,48126
SAWYER,47979
BAXTER,47857
GOLDEN,47839
HUTCHINSON,47809
LIU,47665
WALTER,47615
MCDOWELL,47526
WILEY,47503
RICH,47477
HUMPHREY,47470
JOHNS,47289
KOCH,47286
SUAREZ,47235
HOBBS,47220
BEARD,47128
GILMORE,47050
IBARRA,46895
KEITH,46747
MACIAS,46739
KHAN,46713
ANDRADE,46702
WARE,46682
STEPHENSON,46662
HENSON,46609
WILKERSON,46605
DYER,46574
MCCLURE,46505
BLACKWELL,46495
MERCADO,46437
TANNER,46412
EATON,46403
CLAY,46264
BARRON,46196
BEASLEY,46179
ONEAL,46161
PRESTON,45850
SMALL,45850
WU,45815
ZAMORA,45806
MACDONALD,45782
VANCE,45763
SNOW,45689
MCCLAIN,45560
STAFFORD,45349
OROZCO,45289
BARRY,45044
ENGLISH,45032
SHANNON,44902
KLINE,44900
JACOBSON,44874
WOODARD,44830
HUANG,44715
KEMP,44701
MOSLEY,44698
PRINCE,44640
MERRITT,44626
HURST,44587
VILLANUEVA,44570
ROACH,44454
NOLAN,44421
LAM,44385
YODER,44245
MCCULLOUGH,44123
LESTER,43919
SANTANA,43875
VALENZUELA,43770
WINTERS,43762
BARRERA,43720
LEACH,43666
ORR,43666
BERGER,43556
MCKEE,43555
STRONG,43430
CONWAY,43395
STEIN,43331
WHITEHEAD,43310
BULLOCK,43021
ESCOBAR,42955
KNOX,42937
MEADOWS,42884
SOLOMON,42839
VELEZ,42820
ODONNELL,42802
KERR,42758
STOUT,42669
BLANKENSHIP,42663
BROWNING,42642
KENT,42597
LOZANO,42567
BARTLETT,42512
PRUITT,42463
BUCK,42441
BARR,42432
GAINES,42369
DURHAM,42365
GENTRY,42357
MCINTYRE,42335
SLOAN,42281
MELENDEZ,42139
ROCHA,42139
HERMAN,42091
SEXTON,42080
MOON,42062
HENDRICKS,41879
RANGEL,41868
STARK,41863
LOWERY,41670
HARDIN,41664
HULL,41656
SELLERS,41561
ELLISON,41459
CALHOUN,41452
GILLESPIE,41393
MORA,41348
KNAPP,41267
MCCALL,41231
MORSE,41112
DORSEY,41104
WEEKS,41053
NIELSEN,41007
LIVINGSTON,40964
LEBLANC,40923
MCLEAN,40871
BRADSHAW,40794
GLASS,40724
MIDDLETON,40708
BUCKLEY,40706
SCHAEFER,40663
FROST,40582
HOWE,40555
HOUSE,40477
MCINTOSH,40453
HO,40413
PENNINGTON,40339
REILLY,40310
HEBERT,40283
MCFARLAND,40244
HICKMAN,40224
NOBLE,40217
SPEARS,40203
CONRAD,40102
ARIAS,40086
GALVAN,40046
VELAZQUEZ,40030
HUYNH,40011
FREDERICK,39909
RANDOLPH,39742
CANTU,39601
FITZPATRICK,39501
MAHONEY,39440
PECK,39432
VILLA,39402
MICHAEL,39369
DONOVAN,39270
MCCONNELL,39203
WALLS,39166
BOYLE,39141
MAYER,39111
ZUNIGA,39057
GILES,39002
PINEDA,38999
PACE,38975
HURLEY,38971
MAYS,38914
MCMILLAN,38896
CROSBY,38844
AYERS,38836
CASE,38759
BENTLEY,38714
SHEPARD,38705
EVERETT,38702
PUGH,38691
DAVID,38659
MCMAHON,38557
DUNLAP,38516
BENDER,38464
HAHN,38354
HARDING,38340
ACEVEDO,38232
RAYMOND,38158
